PCI,R,AR,YSM,RT,AT,AADT,PC_结构型,PC_环境型,PC_效率型,S,cluster,priority_raw,priority
27.8,17.42,82.85,11,1,2,3921,0.86369216527903,1.2895954045940037,-1.1617563946299292,0.3439279896278588,1,2,高
86.42,14.39,54.99,1,2,2,11162,-1.3176763055155059,-1.2224834621152927,0.09995612806081008,-0.821502992428461,0,1,紧急
92.36,12.64,57.76,5,2,1,5427,-1.8915755031331722,-0.5462116133205656,0.020297434342121258,-0.8127665509251522,0,1,紧急
21.38,19.06,84.49,5,1,2,2203,1.422486877033549,0.5025584755942588,-1.24824236687016,0.23843630637099206,1,2,高
78.47,13.19,49.43,4,2,1,10793,-1.4157726121411007,-1.014942185099755,0.2904276596279643,-0.72224152708313,0,1,紧急
79.18,14.09,49.55,7,2,1,8217,-1.2131351197437301,-0.5845421686515124,0.1607490423457556,-0.5517361974264854,3,4,低
83.73,13.02,47.26,2,1,1,1575,-1.5865935360205197,-1.3838781289433641,-1.070809174540619,-1.3494902944746128,0,1,紧急
36.35,17.07,94.25,5,1,2,2937,0.5680120950089522,0.8854988447603157,-1.2112920155172326,0.0923409076147867,3,4,低
27.38,19.09,82.22,8,1,2,2226,1.2823900503038632,0.8391851844290925,-1.2470845220729974,0.3050567200569456,1,2,高
50.18,19.41,79.75,6,1,2,1789,0.8003968279904747,0.4584785325168547,-1.2690835732190864,0.007758999553663881,3,4,低
94.18,12.37,38.65,4,1,1,2083,-2.002321949046859,-1.4379029616991494,-1.0452359068467674,-1.4989836822521223,0,1,紧急
47.81,16.43,70.35,7,2,2,11795,0.1299111766368414,0.23156025744008304,0.1318220305218497,0.16475305605083906,3,4,低
73.14,13.5,45.6,6,2,1,10670,-1.2089963910692882,-0.8814204026287216,0.28423570701705136,-0.6098490006878354,0,1,紧急
51.25,20.02,95.02,14,3,2,32920,0.9232724764156258,2.1927855284655027,2.0924700820736857,1.7333985923383641,2,3,中
67.6,15.66,50.03,6,3,1,72119,-0.5446656932699628,-0.7076062801486366,4.274837393385573,0.9783831731869255,1,2,高
70.98,12.65,46.78,4,1,1,4794,-1.3637773800606985,-1.1189167730393095,-0.908761244015996,-1.1323829781968595,0,1,紧急
85.87,14.18,51.72,4,3,1,43911,-1.3555144874982032,-0.9250924468425553,2.8548162612828776,0.1678252592892603,3,4,低
85.87,14.69,35.62,5,3,1,33545,-1.2308003767103226,-1.4148898687853697,2.332980645309518,-0.1259916065767568,3,4,低
24.09,20.68,79.54,9,1,2,2830,1.7520470324021917,0.8759307700896061,-1.2166785108779454,0.4851806919333243,1,2,高
48.08,18.72,92.79,17,1,1,3046,0.6832675050314235,2.5309816650428205,-0.9967574486003518,0.7551925749013797,1,2,高
46.72,14.62,53.25,3,2,1,8709,-0.2859179951783835,-1.006959080099479,0.18551685278940727,-0.3742819418757225,3,4,低
38.05,21.68,69.74,18,3,1,41344,1.6535571721226647,1.7684961728434383,2.725590713703907,2.04322882196549,2,3,中
26.54,19.04,90.82,4,2,2,21448,1.290803789822323,0.6090231714353959,0.6177644577831696,0.8409566035237099,1,2,高
47.71,20.34,79.47,5,3,2,32658,1.0885099085254883,0.30559529391253737,2.07928071960166,1.1493482610021495,2,3,中
2.99,19.48,68.89,7,1,2,2146,1.9770746098185774,0.1742761448394232,-1.2511118083239978,0.31332918294222,1,2,高
46.2,17.65,86.04,5,1,2,2946,0.467808067795693,0.5633738006155081,-1.210838945813995,-0.0496093780618832,3,4,低
79.45,15.08,41.1,8,2,1,5739,-0.977677505122177,-0.7741865348442926,0.036003850721022336,-0.5773026265967919,3,4,低
69.89,13.68,52.38,3,1,1,1786,-1.0851201310179208,-1.0410941334985024,-1.060187207053606,-1.0621374712924003,0,1,紧急
58.6,11.54,48.25,5,1,1,3038,-1.3310106521178147,-0.9193430590960977,-0.9971601772254518,-1.0831364858752561,0,1,紧急
74.13,13.88,48.39,5,1,1,2644,-1.1403985885561674,-0.9138500619974043,-1.016994562011628,-1.023737450607181,0,1,紧急
24.48,18.74,72.73,6,1,2,3883,1.2680611946558895,0.18304396371094134,-1.1636693555991544,0.10668753240777529,3,4,低
25.22,18.21,77.55,16,2,1,16167,1.1202729371484603,1.7911324507495472,0.5609606135389072,1.1629742538842318,2,3,中
47.44,20.76,87.39,5,1,2,1239,1.1978501296116062,0.6163419869243373,-1.2967711661947132,0.18537319859063267,3,4,低
43.91,19.02,84.12,5,3,2,35926,0.8590946475424606,0.48804126897628375,2.2437953629550207,1.1875422450527497,2,3,中
25.56,21.76,72.47,7,2,2,16541,1.9800264293369882,0.3147399277917266,0.37074078736244065,0.8925943167376877,1,2,高
44.75,18.79,88.22,5,2,2,19591,0.7822104158267323,0.6489076125808769,0.5242810756818258,0.6528935349939874,1,2,高
13.25,20.42,74.08,5,1,2,2510,1.9548294875955,0.09411490561284028,-1.2327876558819466,0.28487112542454013,1,2,高
34.69,19.31,80.89,17,1,2,3603,1.156565815667679,2.0640769116538786,-1.1777648574776554,0.6977890327395363,1,2,高
23.16,20.67,73.45,5,3,2,76255,1.7724537650693817,0.06939641866872001,4.274000703162393,2.018186678732473,2,3,中
77.36,12.95,44.47,1,3,2,24153,-1.447186509537714,-1.635242958388542,1.6511298500421936,-0.4961053501057999,3,4,低
2.49,19.03,84.69,5,1,2,4392,1.8793188265998226,0.5104056143066781,-1.1380457468271652,0.4306469395435938,1,2,高
44.15,19.0,71.19,5,2,2,9116,0.8483065800640515,-0.019276248781617017,-0.0030417178085217836,0.2775381647283956,1,2,高
76.03,11.79,57.21,1,1,2,1350,-1.6981690064306774,-1.1353802224074399,-1.2911833065214504,-1.3754813399495767,0,1,紧急
78.06,15.94,64.74,1,3,2,34364,-0.7332199787973425,-0.8399354498848574,2.1651625989042405,0.1797835472430771,3,4,低
97.32,14.96,52.26,0,1,2,2020,-1.4461264738564892,-1.471494149946745,-1.257454784169323,-1.392894761118418,0,1,紧急
68.3,11.93,33.35,2,3,1,34110,-1.4739909752640201,-1.9296466263921186,2.361423354457208,-0.3716622975437438,3,4,低
76.65,12.96,39.5,8,1,1,1193,-1.427294902293964,-0.8369636445436461,-1.0900394663891455,-1.1181656790893366,0,1,紧急
0.76,21.11,55.62,6,2,2,10954,2.4304666028110136,-0.4882787531365205,0.08948518380820938,0.6815497105235522,1,2,高
79.66,12.68,59.3,4,1,1,3241,-1.5697275915228945,-0.6276858896418682,-0.9869409383635387,-1.061822044391116,0,1,紧急
36.05,19.28,82.2,5,2,2,11709,1.1158115559677861,0.4127087373370595,0.1274926978020244,0.5555651224224423,1,2,高
20.61,20.83,73.96,4,2,2,8728,1.8742387647404901,-0.05249062202154184,-0.022574056125873078,0.6046660424557997,1,2,高
22.48,18.02,75.3,17,2,1,12742,1.1411385316846179,1.8447493846417617,0.3885424209179583,1.1315835707340076,2,3,中
37.45,18.44,86.63,5,1,2,1941,0.8759990575007909,0.5865228598171442,-1.261431729342186,0.07876701938346153,3,4,低
87.98,13.02,50.81,4,2,1,6704,-1.6910252095702092,-0.9607969279840626,0.08458299112371304,-0.8638909244825347,0,1,紧急
42.26,14.06,52.47,4,2,1,12742,-0.3132671527419508,-0.8956656766709835,0.3885424209179583,-0.2795381245234405,3,4,低
82.9,13.48,26.29,6,1,1,2633,-1.4537114072990014,-1.6390616453127942,-1.0175483138711405,-1.3733034588759463,0,1,紧急
64.53,15.95,52.27,3,2,1,3783,-0.3983132998107654,-1.0454100597903329,-0.06246329811593423,-0.5061769548767922,3,4,低
95.53,13.67,46.51,4,3,1,18199,-1.717595649224907,-1.1295104103010754,1.5604464602113919,-0.44641423654668844,3,4,低
40.99,19.29,80.8,5,1,2,1359,0.9968704677866543,0.35777876635012495,-1.290730236818213,0.03278840374936859,3,4,低
6.27,21.19,66.05,19,1,1,1993,2.3146370073442997,1.7656137080062348,-1.0497666038791427,1.0283297012101222,2,3,中
77.04,14.95,45.67,5,1,1,2343,-0.9502484745571856,-1.0205711484863054,-1.0321472265310165,-1.0007334119033742,0,1,紧急
67.01,15.52,46.05,1,3,2,29670,-0.564403365864052,-1.5732505625604307,1.9288615781267997,-0.08770270734359509,3,4,低
86.75,14.86,55.77,4,1,1,1699,-1.2108525059121018,-0.7661878879160666,-1.0645668808515687,-1.0132795469910336,0,1,紧急
91.4,11.39,41.09,7,1,1,698,-2.173658071156558,-0.9164761361868438,-1.1149583000672094,-1.4038595441677053,0,1,紧急
35.24,20.42,90.4,5,1,2,2051,1.4144877225701662,0.7344414245462464,-1.2558942107470605,0.3112979820338362,1,2,高
17.69,18.09,69.98,5,1,2,2528,1.2759567938640552,-0.06675143799175284,-1.2318815164754713,0.0029237845071580226,3,4,低
2.03,19.41,76.36,6,2,2,30167,1.983546258912249,0.3254695313413494,1.0566883180640614,1.1219666327482842,2,3,中
100.0,14.0,49.34,7,1,1,1308,-1.746735831836775,-0.5927816642995524,-1.0842502424033325,-1.1414047833380105,0,1,紧急
88.29,15.97,63.07,5,2,1,25254,-0.9772570359070721,-0.337870080505836,1.0184099905744004,-0.1086541429148426,3,4,低
75.14,14.43,54.56,4,1,1,7522,-1.0307208589500654,-0.8136630771262028,-0.7714307828568868,-0.8727655703870542,0,1,紧急
84.22,16.88,77.21,0,3,2,34416,-0.654719251243073,-0.49256359557245155,2.1677803349673903,0.3239454864826701,1,2,高
67.64,19.46,70.19,4,1,2,546,0.38359381449652385,-0.20040918675064337,-1.331657533344003,-0.3745586070169147,3,4,低
96.69,14.12,54.06,2,2,2,13433,-1.636057490604457,-1.1170754127211115,0.2142807165110802,-0.8555646794384286,0,1,紧急
15.56,17.99,72.8,5,1,2,3603,1.303841744218001,0.04389321785335745,-1.1777648574776554,0.06725483340420635,3,4,低
88.0,12.02,40.75,6,1,1,2726,-1.9360541248729541,-1.071713516404887,-1.0128665936043528,-1.3428570440526868,0,1,紧急
62.23,12.01,48.39,5,1,1,2802,-1.3052749755059332,-0.9138500619974043,-1.0090406716659026,-1.0765301981217048,0,1,紧急
18.27,20.02,78.5,13,1,2,1739,1.7336622631612149,1.4027146264127475,-1.2716006271259617,0.6383437962654986,1,2,高
89.94,11.9,53.74,1,1,2,2161,-2.0130686089845486,-1.2715280790679127,-1.2503566921519351,-1.5137468959155398,0,1,紧急
100.0,14.91,49.43,3,1,1,637,-1.5242067321956545,-1.1568394295066855,-1.1180291058335974,-1.267564783469172,0,1,紧急
66.41,13.62,43.62,6,1,1,1460,-1.014281267827573,-0.9591070758816718,-1.076598398526432,-1.0161115052119336,0,1,紧急
4.81,20.26,81.05,21,1,1,1686,2.123092509644646,2.637943600251535,-1.0652213148673564,1.2525492414060002,2,3,中
97.11,11.65,41.95,7,1,1,1532,-2.25038535333577,-0.8827334397234413,-1.0729738409005316,-1.4045353307548054,0,1,紧急
72.23,14.36,75.97,7,2,1,5917,-0.9763335008159483,0.45206485525906237,0.04496456262949792,-0.1611467755004147,3,4,低
77.51,12.19,43.37,3,1,1,556,-1.6367208121312116,-1.394607732492987,-1.122106733162735,-1.386739001644587,0,1,紧急
73.02,12.44,34.84,5,1,1,3164,-1.4652574525125002,-1.4454937097638043,-0.9908172013801264,-1.3032738674531446,0,1,紧急
43.07,14.54,52.8,1,2,2,7483,-0.2157926144887101,-1.308409631016283,-0.08524869840706474,-0.5408404382075548,3,4,低
32.5,19.52,84.62,10,1,2,2300,1.261731711891823,1.2171453377919836,-1.2433592822908222,0.4265611668488571,1,2,高
46.78,19.6,77.6,9,1,2,5265,0.9304042865355153,0.7998135245791395,-1.0940979856131248,0.22362753512974265,1,2,高
43.64,10.21,58.92,5,3,1,12921,-1.2886459991599297,-0.500698208788534,1.294746249801649,-0.17761561942171344,3,4,低
69.64,16.09,62.79,4,3,1,71342,-0.48964178355658133,-0.4907533191101533,4.235722375672732,1.057059719879955,2,3,中
51.9,17.31,87.13,9,1,2,2715,0.24460402392144423,1.1737296842259137,-1.2224677348637583,0.07704195245216283,3,4,低
60.17,16.3,45.05,4,1,1,1602,-0.2055905735814401,-1.1867945229017356,-1.0694499654309066,-0.8187012962787715,0,1,紧急
72.9,16.3,58.16,8,3,1,31634,-0.5183941510608625,-0.10482560267493607,2.2367788449887493,0.5228565028930174,1,2,高
43.21,18.73,94.36,17,3,2,49889,0.8053792915614577,2.592581703935311,2.9467078369889803,2.108039607541016,2,3,中
79.22,16.07,72.88,6,2,1,7574,-0.729933811259484,0.18892931774525545,0.12837972910334094,-0.13962343943729566,3,4,低
44.29,17.59,80.29,8,1,2,2348,0.5000686421688619,0.7634602958542476,-1.2409429105402219,0.018725326843268886,3,4,低
36.76,18.66,66.19,16,3,1,51735,0.9467520907228456,1.3454149718841373,3.248684856630704,1.8345952930903366,2,3,中
25.22,20.94,103.05,11,1,1,1015,1.7878602360718219,2.0821564145483418,-1.0990001782976209,0.9417709051558969,1,2,高
16.56,18.62,67.88,6,1,2,2289,1.4333281931795745,-0.00724915006522428,-1.2439130341503348,0.0718890884968782,3,4,低
42.98,20.52,72.9,19,1,1,1535,1.2487529631306298,2.0343782089065927,-1.0728228176661192,0.7531239062805735,1,2,高
44.29,19.29,70.79,8,2,2,20637,0.9157823447951309,0.39072120701433605,0.5769378434136543,0.6281035501061952,1,2,高
64.55,15.63,42.61,7,2,1,21642,-0.47705673406300225,-0.8568378819724581,0.8365780163417381,-0.17481387388989894,3,4,低
100.0,13.05,53.52,4,2,1,10215,-1.9790464303632191,-0.8544681984307826,0.26133051646448735,-0.8670048954079524,0,1,紧急
62.55,14.3,35.11,3,3,1,11229,-0.7531472550354649,-1.7186945613158995,1.2095691455929933,-0.43557197832383987,3,4,低
55.85,19.17,65.64,6,2,2,16796,0.6023836960840044,-0.095137103644319,0.38357776228750395,0.29595337179757897,1,2,高
43.39,21.33,86.49,15,2,1,24678,1.4367537305807052,2.0000023067877546,0.9894135295671983,1.4798914172999775,2,3,中
60.56,13.9,49.1,0,3,2,29565,-0.8020636485089679,-1.5954789416029682,1.923575764922362,-0.17676711187224248,3,4,低
84.42,13.48,51.06,4,2,1,7492,-1.4910610881920667,-0.9509880045935385,0.1242517606960657,-0.7804156740724584,0,1,紧急
9.46,19.27,66.12,18,1,1,3653,1.7667398752902757,1.6264629621486515,-0.9662004141708872,0.8247613295541556,1,2,高
72.96,16.61,66.7,6,2,1,14093,-0.44406186420853855,-0.05354726846849721,0.45655321748172534,-0.017750339421009592,3,4,低
37.51,19.91,87.16,25,3,1,11619,1.23399481202751,3.445262665543663,1.2292021660666197,1.9767643272155122,2,3,中
82.98,13.86,61.39,1,3,2,32483,-1.3627529405670065,-0.9713750233178786,2.070471030927597,-0.1069792524098998,3,4,低
100.0,13.34,45.36,5,1,1,2444,-1.9081305634446206,-1.032734213490555,-1.0270627776391288,-1.32500191905806,0,1,紧急
81.34,11.38,54.74,1,1,2,2102,-1.928907531546154,-1.2322923855058165,-1.2533268157620479,-1.4732348253286351,0,1,紧急
0.0,19.25,75.77,7,3,2,15536,1.994301745089981,0.4442177165466431,1.2173407797313274,1.218149722353708,2,3,中
62.3,14.76,51.11,6,2,1,14955,-0.6345169782336694,-0.6652317311015731,0.4999472268362532,-0.27343439912363016,3,4,低
80.32,12.65,43.57,8,3,1,15323,-1.5932813402851917,-0.6772743717459156,1.4156655194879322,-0.2998189355012385,3,4,低
26.87,19.07,62.18,6,2,2,12574,1.290031101687164,-0.23089260336917097,0.17103773039096482,0.4117139952003427,1,2,高
39.12,14.29,67.99,5,3,1,27966,-0.1798669565169795,-0.14483046818032416,2.052127770380387,0.5626777624750086,1,2,高
26.74,19.99,68.73,6,2,2,7396,1.5181999566523114,0.0261011894625576,-0.08962837220502755,0.48954198242407704,1,2,高
15.48,20.05,88.49,8,1,2,1241,1.809554709490769,1.0851929830634337,-1.2966704840384384,0.5487535842445677,1,2,高
12.63,18.82,80.93,12,1,1,4964,1.578804270441554,1.3561601173617104,-0.9002032607326204,0.6922370732309567,1,2,高
69.25,12.33,53.07,5,1,1,1046,-1.399519536968946,-0.7302270161267953,-1.0974396048753583,-1.0753274253881155,0,1,紧急
74.86,13.71,36.6,5,3,1,29418,-1.1999076345108586,-1.3764388890945156,2.125223015836042,-0.17068837229490663,3,4,低
32.97,21.86,93.92,6,3,2,19870,1.8224004821966042,1.0144483102917543,1.435519012379267,1.4237700408191571,2,3,中
100.0,12.3,42.11,4,3,1,11391,-2.162449534463044,-1.3021474619742974,1.2177244002512688,-0.7661989777684772,0,1,紧急
90.25,11.63,50.52,6,1,1,-340,-2.086711095589992,-0.6883807903032095,-1.167212339173938,-1.3149745363688659,0,1,紧急
12.39,18.66,73.14,5,2,2,23320,1.545575592936005,0.05723335366447016,0.7120029560565759,0.7716720198706128,1,2,高
0.0,17.73,75.15,12,1,2,3614,1.6226047874476701,1.129377808572796,-1.177211105618143,0.5399241706875908,1,2,高
30.6,18.51,77.1,5,1,2,3277,1.0614359661537247,0.2126067001703699,-1.1941760489504816,0.03722682410136985,3,4,低
47.32,13.69,45.76,6,2,1,9902,-0.5280811393515339,-0.8751426916587864,0.24557375900744877,-0.3916129053162958,3,4,低
89.95,13.63,46.73,0,1,2,3684,-1.5902645037791094,-1.6884675353451357,-1.1736872301485175,-1.4869341484328915,0,1,紧急
56.03,19.31,76.79,9,2,2,21569,0.6321959536558273,0.7680326127938422,0.6238557282378075,0.6751895869580685,1,2,高
37.51,19.51,79.47,16,3,1,29029,1.1361798231742706,1.8664649823887716,2.105640336440553,1.6994019625068164,2,3,中
100.0,12.71,45.14,1,2,2,7718,-2.062189170888473,-1.6089550437019378,-0.07341854504475147,-1.258505365872301,0,1,紧急
24.35,20.26,70.25,7,2,2,14195,1.6429525329008978,0.22763668808387366,0.2526406180518578,0.7113550678873343,1,2,高
19.12,19.56,78.0,11,2,2,14974,1.600288691270051,1.0993022908178387,0.2918563179209729,1.0032724231498142,2,3,中
2.75,17.98,76.14,20,2,1,13664,1.6161657196546755,2.3033991004547136,0.43495689496073636,1.4607708845279868,2,3,中
64.95,15.29,38.56,6,3,1,33242,-0.5700283379811686,-1.157639685305877,2.3177272986338546,0.17762077111667696,3,4,低
75.09,12.0,46.74,2,1,1,2639,-1.6237183083093831,-1.4042806895956537,-1.0172462674023155,-1.351295192931279,0,1,紧急
38.4,19.33,74.66,25,2,2,10324,1.070293857141083,2.9548164960174637,0.05777030458158227,1.3731478400711516,2,3,中
100.0,13.2,47.63,6,1,1,1642,-1.9423658095432548,-0.8017719446976668,-1.0674363223054064,-1.2719782481603972,0,1,紧急
100.0,13.35,41.52,5,1,1,1527,-1.9056851887232897,-1.1833992767690034,-1.0732255462912192,-1.3900095263119243,0,1,紧急
22.57,18.65,85.89,16,1,1,3620,1.2929856448650652,2.1183581350574276,-0.9678616697494249,0.8306183650387136,1,2,高
93.32,12.61,44.24,7,2,1,7821,-1.922500899440154,-0.7928837014662417,0.1408139754033043,-0.86673299096669,0,1,紧急
93.46,14.5,55.99,5,1,1,1616,-1.4637651792961153,-0.6156587909254752,-1.0687451903369816,-1.0489538226666486,0,1,紧急
89.22,13.92,55.46,1,2,2,7234,-1.5014109611684465,-1.2040426861411075,-0.0977836268633031,-0.941768277601791,0,1,紧急
52.15,13.26,53.09,1,2,2,1366,-0.7519157778381781,-1.297031279883275,-0.39318507337417274,-0.8179602482739956,0,1,紧急
66.76,14.21,65.92,5,2,1,9691,-0.8786044147378421,-0.2260483538538625,0.23495179152043555,-0.2943701302328997,3,4,低
81.04,13.55,54.3,2,1,1,815,-1.390889569472644,-1.1076588462662087,-1.1090683939251216,-1.203283053876518,0,1,紧急
35.96,19.22,63.29,8,1,2,3118,1.1033508019032048,0.09645350529861625,-1.2021802803743444,0.009590700147982745,3,4,低
35.55,20.09,87.41,7,2,2,21899,1.3261729876367363,0.90092118960944,0.6404682840231836,0.9585297825106854,1,2,高
40.71,17.33,85.42,6,1,2,3782,0.5244572267808175,0.6809449150139388,-1.1687538044910422,0.022778590576693514,3,4,低
53.76,14.13,44.67,2,1,2,1703,-0.578729352238852,-1.4854985752691925,-1.2734129059389117,-1.1113966128850008,0,1,紧急
90.2,14.83,58.98,1,3,2,29918,-1.3029625768399602,-1.0659330448025301,1.9413461655049007,-0.16099486369244376,3,4,低
86.69,13.18,46.08,4,1,1,1686,-1.620201129586772,-1.1463817585327765,-1.0652213148673564,-1.279008603052626,0,1,紧急
94.26,14.72,42.9,1,3,1,17687,-1.4296246622126572,-1.6968429972810328,1.53467182820499,-0.5490681816310156,3,4,低
89.28,13.64,49.33,3,2,1,24141,-1.571355782874651,-1.1607629988628951,0.962380370607359,-0.6036048268310659,0,1,紧急
63.25,11.26,47.75,5,3,1,10432,-1.5137416812576834,-0.9389609058771459,1.1694473063174031,-0.44179254030615184,3,4,低
20.97,18.39,69.95,6,1,2,4491,1.2687213556821075,0.0739687356083146,-1.1330619800915525,0.08021414190255022,3,4,低
35.09,19.45,68.03,6,1,2,1764,1.1809721983734012,-0.0013637960309096783,-1.270342100172524,-0.019571781420584522,3,4,低
69.25,14.53,48.96,12,1,1,1682,-0.8615370982761273,0.10179499418150303,-1.0654226791799064,-0.6040200200041657,0,1,紧急
89.98,13.19,55.56,5,1,1,1037,-1.698598156272142,-0.6325301391571764,-1.097892674578596,-1.143077309050346,0,1,紧急
8.1,19.72,78.63,7,2,2,7000,1.910199873286071,0.5564318001342375,-0.10956343914747889,0.7932388615137197,1,2,高
100.0,11.81,34.93,1,1,2,789,-2.2822728958082625,-2.0095514749709373,-1.3194246513565897,-1.8752369065371204,0,1,紧急
37.64,20.12,71.14,7,2,2,8490,1.2821533005727646,0.2625564553541391,-0.03455523272259887,0.5078570921801343,1,2,高
77.73,12.66,32.99,4,3,1,19153,-1.5271940750947564,-1.6599769872606123,1.60847184875457,-0.5452790171955277,3,4,低
93.62,13.64,47.59,1,1,2,2863,-1.6779989506877455,-1.5128275944748026,-1.2150172552994079,-1.4708209728696886,0,1,紧急
22.94,20.31,82.95,6,3,2,24047,1.6898261499675666,0.5840327519155618,1.6457936957596184,1.3031870149885663,2,3,中
70.44,13.93,45.55,5,2,1,11755,-1.0375004501498999,-1.025279431713757,0.3388557767962425,-0.5827701788682623,3,4,低
7.15,18.57,74.51,10,1,2,4610,1.6523253308911727,0.8204724758791938,-1.1270713917931894,0.4623444835867262,1,2,高
36.58,20.04,85.59,19,1,1,3641,1.288636790793333,2.53227916020959,-0.9668045071085373,0.9688339637706529,1,2,高
44.98,18.85,70.01,6,1,2,2060,0.7912310677037946,0.07632287722204045,-1.255441141043823,-0.11949216039532462,3,4,低
40.76,19.38,79.36,17,1,1,4193,1.0245304367295576,2.0040463005038713,-0.9390162319766354,0.7113853115597888,1,2,高
96.09,14.64,38.01,8,1,1,1680,-1.4941547100058772,-0.8954248279511692,-1.0655233613361812,-1.1522821034567392,0,1,紧急
37.63,20.23,91.2,5,2,2,18426,1.3092981440922282,0.765829979395923,0.46563371965163447,0.85014620124458,1,2,高
35.83,18.97,91.4,17,2,2,6700,1.0454108144726262,2.476444050991507,-0.12466576258872987,1.1440323867147684,2,3,中
75.73,13.68,61.94,5,1,1,883,-1.2286215365544353,-0.3822064142310045,-1.1056452006117714,-0.9034460786749008,0,1,紧急
31.74,20.23,70.48,5,1,2,1735,1.4540281575528566,-0.04713359121070487,-1.2718019914385117,0.05628770861158505,3,4,低
74.17,14.22,53.51,6,1,1,2142,-1.0582387343702049,-0.5710660665525429,-1.0422657832366546,-0.8890212019809689,0,1,紧急
9.78,20.08,74.22,5,1,2,2942,1.9569521370037564,0.09960790271153372,-1.211040310126545,0.2945533632865576,1,2,高
50.19,14.57,55.69,6,1,1,2556,-0.38341025871854933,-0.4855322545871738,-1.0214245768877284,-0.6266704479133531,0,1,紧急
3.77,19.41,86.82,5,1,2,3047,1.940790703153082,0.5939776415939423,-1.2057544969221072,0.45726448230227096,1,2,高
60.1,14.06,43.66,7,3,1,28934,-0.7516344600658232,-0.8156404037322575,2.1008579340174904,0.1607212294397048,3,4,低
72.44,13.87,42.95,1,3,2,23556,-1.1013170154424459,-1.6948812126029278,1.6210762263941043,-0.4098110534853152,3,4,低
79.5,14.54,54.8,6,3,1,12140,-1.1109563479981648,-0.5204520218574391,1.255429867776259,-0.13743512915247613,3,4,低
81.08,15.26,52.67,1,1,2,1363,-0.9737133784643351,-1.3135102711793551,-1.290528872505663,-1.1918178046554748,0,1,紧急
36.04,20.78,83.88,7,1,2,1785,1.482863485752258,0.7624191913352412,-1.2692849375316364,0.33930510661875973,1,2,高
35.26,19.48,72.5,15,3,1,38770,1.184131055595407,1.4510949538540323,2.596012778577973,1.7362417422718577,2,3,中
70.16,12.09,44.32,6,2,1,13218,-1.4805691944997645,-0.9316420903882044,0.4125047741114099,-0.6760049264786627,0,1,紧急
34.5,18.86,92.74,5,2,2,126,1.0511926633194175,0.8262529474815504,-0.4556080102646769,0.4821515155383451,1,2,高
41.72,18.71,95.78,9,3,2,58965,0.8371010582573927,1.5131184335380439,3.4036034621649605,1.9049246466732324,2,3,中
46.7,19.64,64.28,7,3,2,19071,0.9421515580994215,-0.006600402481839067,1.3952964909474017,0.7711493826758379,1,2,高
80.42,14.47,36.75,1,3,2,29756,-1.150680356851179,-1.9381425126879226,1.933190910846625,-0.40609546493348636,3,4,低
4.91,18.06,64.3,4,1,2,3488,1.5826528551035985,-0.4315074218313885,-1.1835540814634682,-0.0009881846484841028,3,4,低
81.1,12.71,47.4,4,2,1,5372,-1.597775375573384,-1.0945906430308099,0.017528675044558607,-0.8995498923414312,0,1,紧急
74.56,12.97,46.41,6,2,1,5551,-1.3734937163446683,-0.849639490843424,0.02653972803117164,-0.7387898462949211,0,1,紧急
61.8,13.39,34.24,5,2,1,9380,-0.9572472358148755,-1.469035125901062,0.219295716219672,-0.74432299504673,0,1,紧急
41.22,18.56,84.8,6,2,2,15268,0.8127065166785673,0.6566187850054391,0.30665659489339886,0.5944857338618978,1,2,高
38.99,20.03,77.36,6,1,2,4493,1.226972514129708,0.3647052249034453,-1.1329612979352772,0.16408520910110092,3,4,低
75.0,12.34,41.59,5,2,1,8747,-1.538364073520724,-1.1806527782196568,0.18742981375863238,-0.8529324782582764,0,1,紧急
92.06,14.78,81.05,3,1,1,2285,-1.3608936652236556,0.08379320092678819,-1.0350670090629919,-0.7679201148854728,0,1,紧急
20.15,18.08,86.58,12,3,1,35331,1.2130639092763156,1.5778417859875522,2.422889810863099,1.7319472153429256,2,3,中
11.68,19.57,76.58,16,1,1,1679,1.7855509250995443,1.753073827994314,-1.0655737024143188,0.8411657200611249,1,2,高
26.4,21.75,100.04,6,3,2,38127,1.956940441490542,1.2545707548917815,2.3545960759356657,1.8507063250621238,2,3,中
96.62,16.26,66.3,1,1,2,321,-1.1110272491458641,-0.7787277679279877,-1.3429842759249415,-1.0751136678100717,0,1,紧急
65.36,19.17,88.73,7,1,2,5944,0.3687024689175232,0.9527123051114068,-1.05991639355776,0.09755978369675355,3,4,低
81.06,10.8,36.6,7,1,1,1540,-2.063859061008313,-1.0926444002806548,-1.0725711122754318,-1.412390971155941,0,1,紧急
40.71,18.35,79.6,11,2,2,9564,0.7738854483565797,1.162079400517192,0.019511085197079732,0.6575752733991738,1,2,高
21.91,19.55,81.07,8,3,2,32006,1.52928699438316,0.794064136832682,2.0464583366560074,1.451123342494018,2,3,中
88.68,16.05,63.62,1,1,2,1274,-0.9672771799445133,-0.8838794266744048,-1.2950092284599006,-1.0465033994642714,0,1,紧急
55.2,14.2,49.87,5,3,1,16123,-0.5969956374040184,-0.8557812355255024,1.4559383819979348,-0.011979019787766165,3,4,低
100.0,10.13,49.3,6,1,1,2335,-2.6930958489918697,-0.7362483364489668,-1.0325499551561166,-1.4907383769487546,0,1,紧急
37.78,19.51,65.65,16,3,1,29951,1.129545340384055,1.3242276973606057,2.1520548104833312,1.5298454452646837,2,3,中
