ID,PCI,RT,AADT,AT,AR,R,IRI,NM,YSM
528838,82.7,3,14593,2,49.18,13.52,1.08,0,1
826248,16.91,2,4484,2,88.0,18.89,1.08,1,5
883859,100.0,2,11274,1,42.33,14.4,0.91,0,7
400031,56.27,1,1523,1,62.97,15.89,0.43,0,4
1014134,73.31,2,22422,1,67.62,15.44,1.0,0,7
51230,89.43,2,5309,1,40.32,13.12,0.77,0,7
207846,51.59,2,15799,1,88.75,19.59,0.77,1,19
341448,37.51,1,845,2,81.58,17.94,1.19,1,5
322597,41.13,1,2843,1,81.4,19.71,1.06,1,19
118910,23.37,1,4496,2,80.14,18.85,0.85,1,5
321105,31.26,1,3637,2,81.49,20.6,0.94,1,5
913039,77.69,1,370,1,46.12,13.1,0.41,0,9
168398,19.97,1,2274,1,58.02,19.5,1.11,1,17
1034364,83.94,1,2902,1,41.32,16.69,0.59,0,7
553929,84.81,3,18748,1,38.31,13.14,0.83,0,6
824947,2.47,1,3794,2,78.3,17.41,1.78,1,8
800987,91.42,3,31765,2,44.96,16.26,0.72,0,0
752731,42.79,1,1562,2,80.81,18.75,1.1,1,12
95607,27.42,1,2482,1,78.91,18.44,0.92,1,21
109382,48.44,1,4948,2,79.78,18.27,1.25,1,9
555607,72.99,2,13935,2,43.57,13.0,0.7,0,1
868262,100.0,3,52993,1,60.36,15.76,0.81,0,4
1010576,18.22,3,4230,2,60.44,17.8,1.44,1,6
673481,80.2,1,943,2,58.21,15.85,1.03,0,1
313515,100.0,1,2770,1,40.54,11.34,0.4,0,7
829472,53.23,1,2300,1,35.15,13.19,0.98,0,4
290937,87.4,3,37625,2,38.1,15.73,0.74,0,2
506410,74.67,2,8174,2,60.26,13.95,0.56,0,2
226793,76.99,3,19776,1,55.24,14.87,0.69,0,3
824176,77.89,2,9656,1,59.88,13.45,0.91,0,3
553943,36.97,2,1245,2,86.18,20.49,0.84,1,4
516343,83.15,1,2355,1,33.33,13.76,0.65,0,6
223061,92.66,3,37946,1,41.18,16.97,1.13,0,5
592679,70.16,1,3487,2,69.9,18.54,0.78,1,8
292798,71.87,1,1602,1,45.91,11.74,0.72,0,5
397846,76.81,2,5584,1,44.11,11.11,1.06,0,6
933260,0.0,1,339,2,74.61,18.37,1.2,1,6
918245,95.44,2,5553,1,38.29,14.56,0.55,0,2
110511,37.85,1,3408,2,72.54,20.72,1.28,1,15
1025502,90.02,1,2430,2,59.77,14.7,0.5,0,2
1048906,53.7,2,11415,2,70.85,19.17,0.79,1,6
321040,72.25,1,2447,1,42.02,14.38,0.44,0,5
247637,38.32,1,1211,2,103.66,17.38,0.91,1,25
977247,88.33,2,8836,1,45.62,15.29,0.82,0,6
325632,35.76,2,24640,2,81.06,18.06,1.32,1,7
284851,100.0,3,56713,1,57.85,15.73,0.79,0,5
441797,83.06,3,40223,1,59.44,17.29,0.55,0,7
596279,91.55,3,12157,1,49.06,13.2,0.87,0,7
67909,61.47,3,50396,1,63.79,14.74,0.67,0,4
109745,34.18,3,45939,2,80.95,19.97,0.94,1,7
135525,27.99,2,8094,2,92.82,17.55,0.62,1,7
426680,43.72,3,34042,2,76.06,19.04,1.08,1,5
89268,75.41,2,2635,2,50.13,13.44,0.71,0,1
585682,24.0,2,22716,2,93.89,19.43,1.12,1,6
640609,80.41,3,35863,2,42.55,13.54,0.94,0,1
865971,45.91,1,1195,2,76.93,18.99,1.17,1,5
350948,26.87,1,1843,2,79.29,17.85,1.31,1,6
1031782,75.85,3,19247,1,55.65,15.02,0.72,0,3
298656,100.0,1,1295,2,45.97,16.22,0.33,0,1
777703,34.37,2,18425,2,72.05,19.61,0.98,1,7
3748,13.94,1,1158,2,81.25,20.07,0.85,1,5
788303,37.04,2,8023,2,67.28,20.66,0.99,1,10
677882,6.44,1,1600,2,86.8,18.54,0.73,1,6
362775,5.88,1,3259,2,84.43,17.96,0.75,1,5
383907,43.08,2,6146,2,75.36,19.08,1.24,1,5
829715,65.35,1,4007,1,80.85,18.73,0.93,1,19
934810,61.69,1,3647,1,60.14,14.75,0.2,0,6
430738,73.66,1,1834,2,38.75,13.99,0.68,0,0
388572,49.8,2,17871,2,92.26,19.94,0.98,1,7
