Segment ID,PCI,Road Type,AADT,Asphalt Type,Last Maintenance,Average Rainfall,Rutting,IRI,Needs Maintenance
SID 317025,26.66,Tertiary,6084,Asphalt,2015,82.6,18.47,1.11,1
SID 764545,62.66,Tertiary,1250,Asphalt,2025,37.62,11.52,0.62,0
SID 806764,90.93,Tertiary,1090,Concrete,2020,55.99,14.01,0.63,0
SID 33776,67.36,Tertiary,2079,Concrete,2019,53.44,15.41,0.65,0
SID 82857,69.42,Tertiary,1527,Concrete,2025,46.68,13.81,0.62,0
SID 733240,7.6,Tertiary,3644,Asphalt,2018,85.58,19.22,0.77,1
SID 591199,23.74,Tertiary,3276,Asphalt,2016,85.41,16.93,1.04,1
SID 313677,63.46,Secondary,14773,Asphalt,2020,83.8,17.82,1.1,1
SID 781637,33.61,Tertiary,5809,Asphalt,2020,90.9,20.0,0.78,1
SID 761959,85.17,Tertiary,2382,Concrete,2021,36.06,12.9,0.86,0
SID 48268,81.09,Tertiary,3409,Concrete,2018,49.73,15.38,0.78,0
SID 784539,56.23,Secondary,4459,Concrete,2021,48.46,13.38,0.81,0
SID 866982,100.0,Tertiary,959,Asphalt,2024,74.35,15.39,0.35,0
SID 363328,100.0,Secondary,9375,Concrete,2015,46.79,14.45,0.59,0
SID 365822,20.3,Secondary,6608,Asphalt,2016,70.35,17.51,0.72,1
SID 759534,24.18,Tertiary,3421,Asphalt,2017,86.64,19.38,0.9,1
SID 20905,61.72,Secondary,3133,Asphalt,2024,45.78,15.75,0.43,0
SID 31607,57.53,Tertiary,892,Asphalt,2019,68.87,18.08,1.02,1
SID 27314,100.0,Tertiary,2018,Concrete,2019,49.75,15.1,0.55,0
SID 1036289,79.69,Tertiary,2078,Concrete,2016,49.42,15.67,1.12,0
SID 62153,62.81,Tertiary,1968,Concrete,2020,53.93,14.83,0.62,0
SID 110647,33.05,Secondary,6245,Asphalt,2020,86.46,19.43,0.72,1
SID 407502,9.89,Tertiary,1358,Asphalt,2012,97.13,18.67,1.21,1
SID 837635,78.02,Secondary,13008,Concrete,2020,62.49,14.74,1.11,0
SID 696930,87.96,Tertiary,3598,Asphalt,2024,53.89,15.08,0.6,0
SID 977232,72.25,Tertiary,2449,Concrete,2020,43.05,13.14,0.77,0
SID 289198,62.37,Primary,13776,Asphalt,2024,44.1,15.34,0.57,0
SID 706362,57.24,Tertiary,3325,Concrete,2012,93.07,18.29,1.11,1
SID 908709,33.03,Secondary,16872,Asphalt,2004,79.49,20.16,0.9,1
SID 672002,83.54,Tertiary,1746,Concrete,2021,46.84,12.51,0.35,0
SID 87844,37.5,Secondary,25247,Concrete,2008,86.32,17.87,0.92,1
SID 813899,90.27,Tertiary,6020,Concrete,2020,52.75,12.95,1.21,0
SID 814419,89.38,Secondary,3711,Asphalt,2025,52.84,13.52,0.86,0
SID 813022,71.17,Primary,15573,Asphalt,2024,30.96,12.4,0.79,0
SID 310453,22.87,Tertiary,1836,Asphalt,2018,89.61,19.66,0.89,1
SID 960995,25.95,Secondary,16762,Asphalt,2019,63.45,19.01,0.86,1
SID 538774,83.92,Tertiary,1404,Concrete,2018,32.29,15.65,0.67,0
SID 702904,86.58,Secondary,8393,Concrete,2018,61.43,16.15,0.76,0
SID 596834,4.84,Tertiary,2698,Concrete,2011,70.45,18.74,0.93,1
SID 890929,23.84,Secondary,21559,Concrete,2007,70.34,18.69,1.28,1
SID 24376,24.7,Secondary,7505,Asphalt,2020,83.35,18.4,1.11,1
SID 362600,100.0,Secondary,14450,Concrete,2022,42.42,14.28,0.53,0
SID 139881,83.64,Secondary,4374,Asphalt,2024,66.75,13.2,0.91,0
SID 805564,56.84,Primary,32547,Concrete,2021,41.93,13.21,1.0,0
SID 757316,9.53,Tertiary,1143,Concrete,2006,80.95,19.53,0.65,1
SID 360235,35.25,Tertiary,3237,Asphalt,2020,80.34,20.11,0.92,1
SID 480588,38.77,Tertiary,1922,Asphalt,2021,84.56,20.47,0.89,1
SID 1034386,17.57,Primary,18600,Asphalt,2019,73.63,18.14,0.96,1
SID 944773,94.68,Secondary,-163,Concrete,2016,57.52,16.34,0.35,0
SID 228764,40.14,Tertiary,4207,Asphalt,2019,91.66,18.98,0.86,1
SID 519552,36.25,Primary,34412,Asphalt,2020,86.39,19.94,1.07,1
SID 597295,36.24,Secondary,18422,Asphalt,2020,73.96,18.53,1.05,1
SID 430618,72.8,Tertiary,3100,Concrete,2016,45.86,15.1,0.55,0
SID 791991,79.87,Primary,26807,Concrete,2020,43.91,16.78,1.15,0
SID 646541,23.28,Secondary,23339,Asphalt,2014,83.69,18.69,1.0,1
SID 149822,48.57,Tertiary,3616,Asphalt,2018,61.84,16.78,0.89,1
SID 449578,72.16,Primary,62754,Concrete,2025,61.41,16.31,1.23,0
SID 267731,51.88,Tertiary,2430,Asphalt,2017,63.9,18.07,0.91,1
SID 708586,25.61,Tertiary,2533,Asphalt,2020,81.85,18.59,1.31,1
SID 529591,84.28,Secondary,16564,Concrete,2018,50.73,15.25,0.91,0
SID 423280,48.7,Tertiary,3219,Asphalt,2020,82.46,18.59,1.11,1
SID 151893,75.12,Secondary,7148,Concrete,2018,52.87,14.24,0.93,0
SID 257135,49.28,Secondary,18428,Concrete,2009,81.53,18.56,0.64,1
SID 484795,90.85,Tertiary,2197,Concrete,2020,36.44,13.67,0.72,0
SID 691342,0.0,Tertiary,925,Asphalt,2020,58.08,18.9,1.19,1
SID 231525,52.21,Secondary,3246,Asphalt,2018,80.13,19.21,0.95,1
SID 319214,13.3,Primary,20605,Asphalt,2020,67.57,18.92,0.88,1
SID 196090,29.27,Primary,54166,Asphalt,2013,70.48,19.72,1.14,1
SID 531620,76.88,Tertiary,1980,Concrete,2019,37.78,12.73,0.48,0
SID 942264,83.97,Tertiary,2897,Concrete,2019,40.4,12.02,0.95,0
SID 937775,7.79,Secondary,18205,Asphalt,2020,74.64,19.36,1.16,1
SID 17537,85.49,Secondary,3439,Concrete,2018,39.37,15.32,0.74,0
SID 759508,100.0,Secondary,8803,Concrete,2020,45.59,15.51,1.14,0
SID 272190,69.98,Secondary,7994,Asphalt,2024,67.57,15.95,0.86,0
SID 854156,10.88,Primary,36714,Asphalt,2020,86.28,20.1,1.15,1
SID 412848,37.92,Tertiary,4720,Concrete,2008,78.44,18.45,1.5,1
SID 68985,0.0,Secondary,20766,Asphalt,2021,82.4,21.1,1.03,1
SID 539514,79.33,Primary,17248,Concrete,2022,51.92,13.06,1.02,0
SID 795082,6.99,Secondary,10706,Asphalt,2018,84.74,17.91,1.07,1
SID 1014290,84.63,Tertiary,4417,Asphalt,2024,46.97,12.74,0.72,0
SID 815166,13.18,Secondary,16324,Asphalt,2019,82.25,18.64,1.0,1
SID 440553,12.52,Secondary,7080,Asphalt,2020,104.1,19.39,0.9,1
SID 904579,48.97,Secondary,6917,Asphalt,2018,93.55,19.95,1.07,1
SID 727900,0.0,Tertiary,1790,Asphalt,2016,91.92,19.5,1.0,1
SID 112832,45.01,Tertiary,3355,Asphalt,2019,77.37,18.2,1.16,1
SID 967003,4.61,Tertiary,5668,Concrete,2005,83.54,19.49,0.36,1
SID 209887,46.68,Tertiary,2287,Asphalt,2014,87.01,19.99,1.47,1
SID 591508,43.16,Secondary,9898,Asphalt,2018,100.78,20.01,1.17,1
SID 459687,35.77,Tertiary,1403,Asphalt,2019,56.73,21.05,0.94,1
SID 1019816,100.0,Tertiary,702,Concrete,2024,50.61,13.38,0.98,0
SID 716741,100.0,Primary,39183,Concrete,2018,43.88,18.1,0.88,0
SID 1048856,21.83,Secondary,11726,Asphalt,2018,67.3,17.46,0.82,1
SID 486714,29.23,Secondary,15686,Concrete,2005,74.77,18.89,0.98,1
SID 814830,66.36,Tertiary,2533,Concrete,2021,70.42,17.47,0.77,0
SID 150157,50.79,Tertiary,3124,Asphalt,2016,80.51,18.58,0.94,1
SID 422736,100.0,Primary,43738,Concrete,2022,58.5,14.26,0.46,0
SID 173454,27.4,Secondary,14945,Asphalt,2019,83.02,19.17,0.99,1
SID 767089,56.92,Primary,15232,Asphalt,2020,93.41,19.41,0.98,1
SID 188066,83.54,Tertiary,2946,Concrete,2020,36.23,12.57,0.59,0
SID 614523,26.82,Primary,24607,Asphalt,2019,62.59,19.32,0.91,1
SID 93043,64.72,Tertiary,2567,Concrete,2020,33.5,13.42,1.07,0
SID 900088,67.04,Secondary,18132,Concrete,2019,60.21,14.72,1.18,0
SID 31177,97.03,Tertiary,2278,Concrete,2021,58.73,15.65,0.61,0
SID 203021,17.53,Secondary,13997,Asphalt,2017,81.86,20.89,1.12,1
SID 836252,40.57,Secondary,14846,Asphalt,2019,71.37,19.27,1.02,1
SID 575483,53.16,Tertiary,1804,Concrete,2008,75.23,17.88,0.6,1
SID 120568,63.44,Tertiary,2503,Concrete,2011,81.44,19.07,0.77,1
SID 641001,63.55,Secondary,19163,Asphalt,2024,48.25,13.31,0.46,0
SID 565445,83.66,Secondary,9690,Asphalt,2024,42.54,12.95,0.89,0
SID 695916,22.85,Secondary,12276,Asphalt,2020,88.89,18.51,1.1,1
SID 734958,84.4,Primary,25096,Asphalt,2024,56.21,14.74,0.79,0
SID 123033,100.0,Primary,14855,Concrete,2019,55.26,12.48,0.71,0
SID 47312,88.96,Secondary,8166,Concrete,2019,56.53,13.97,0.73,0
SID 772461,84.84,Secondary,6669,Concrete,2021,43.93,13.21,0.34,0
SID 580710,96.16,Tertiary,1890,Concrete,2020,67.27,15.12,0.81,0
SID 703719,21.01,Tertiary,2068,Asphalt,2014,88.52,17.53,0.89,1
SID 170608,97.07,Secondary,12897,Concrete,2019,62.73,15.67,0.78,0
SID 542921,100.0,Primary,14826,Asphalt,2024,50.42,15.84,0.78,0
SID 464708,38.82,Primary,72132,Asphalt,2019,74.33,19.36,1.03,1
SID 653900,64.62,Primary,24341,Concrete,2018,53.58,16.83,0.91,0
SID 767176,23.81,Secondary,6804,Concrete,2007,78.3,18.82,1.17,1
SID 768294,30.19,Tertiary,3896,Asphalt,2021,79.54,19.57,0.97,1
SID 693897,70.84,Primary,23575,Concrete,2021,57.95,14.63,0.68,0
SID 204625,39.22,Primary,35775,Asphalt,2011,69.89,20.46,1.03,1
SID 483696,17.52,Primary,24936,Asphalt,2019,79.61,20.78,0.95,1
SID 652213,98.16,Secondary,14040,Concrete,2021,51.63,14.13,0.7,0
SID 61746,23.51,Secondary,14736,Concrete,2010,87.65,21.37,1.09,1
SID 283701,43.54,Secondary,10157,Concrete,2010,72.63,18.57,1.16,1
SID 175435,25.09,Tertiary,6675,Asphalt,2017,64.94,19.05,0.79,1
SID 688939,76.48,Primary,37878,Concrete,2022,47.55,14.93,0.63,0
SID 553155,28.79,Secondary,7197,Concrete,2011,61.71,18.68,0.97,1
SID 304557,64.94,Tertiary,2760,Concrete,2019,45.06,13.87,0.85,0
SID 137357,98.25,Tertiary,1278,Concrete,2020,48.24,14.79,0.67,0
SID 641377,37.17,Secondary,17912,Asphalt,2016,75.05,20.58,0.81,1
SID 159675,79.7,Secondary,8714,Concrete,2017,38.9,12.99,0.87,0
SID 672631,100.0,Tertiary,1823,Asphalt,2023,39.85,13.27,0.56,0
SID 1023312,33.11,Tertiary,3636,Asphalt,2009,74.52,18.72,1.28,1
SID 430202,65.54,Tertiary,2689,Concrete,2010,98.67,18.56,0.78,1
SID 950271,40.8,Secondary,7771,Asphalt,2015,70.93,20.92,1.31,1
SID 185982,50.47,Secondary,20982,Concrete,2001,70.97,19.83,1.06,1
SID 594820,14.71,Secondary,27189,Asphalt,2012,96.82,18.98,0.98,1
SID 934954,11.93,Tertiary,1913,Asphalt,2020,77.01,18.74,1.17,1
SID 683598,96.23,Primary,24916,Concrete,2020,35.41,15.81,0.83,0
SID 890553,19.01,Tertiary,2187,Asphalt,2020,93.77,18.15,0.79,1
SID 592358,22.06,Secondary,4545,Concrete,2009,91.11,19.92,0.98,1
SID 628612,70.75,Secondary,14997,Concrete,2015,54.61,11.83,0.71,0
SID 191115,54.0,Secondary,7999,Asphalt,2024,46.2,13.92,0.77,0
SID 770803,21.7,Primary,34823,Asphalt,2017,80.5,22.06,0.78,1
SID 771011,10.33,Tertiary,2607,Asphalt,2019,71.8,17.0,0.86,1
SID 845026,23.07,Tertiary,1980,Asphalt,2019,68.97,18.17,0.93,1
SID 942972,67.73,Primary,18516,Concrete,2017,42.29,14.53,0.97,0
SID 707230,62.77,Tertiary,4877,Asphalt,2019,84.49,18.63,1.05,1
SID 637048,59.24,Tertiary,2129,Asphalt,2020,88.4,18.35,0.9,1
SID 785422,84.73,Primary,25192,Concrete,2019,51.33,13.54,0.7,0
SID 785898,39.07,Tertiary,1377,Asphalt,2020,85.92,19.43,1.27,1
SID 568578,63.88,Tertiary,1587,Concrete,2013,70.17,17.96,0.95,1
SID 950448,69.57,Secondary,14470,Concrete,2026,64.69,14.19,0.5,0
SID 685876,100.0,Tertiary,2472,Asphalt,2024,42.86,13.28,0.29,0
SID 4902,100.0,Tertiary,1696,Concrete,2017,46.93,13.35,0.6,0
SID 209927,12.9,Tertiary,2903,Asphalt,2014,86.0,19.97,0.87,1
SID 377413,73.95,Secondary,4334,Concrete,2023,35.41,14.59,0.57,0
SID 297947,99.07,Primary,42249,Concrete,2020,42.74,18.31,0.41,0
SID 674115,38.48,Secondary,3456,Asphalt,2019,67.14,17.91,1.02,1
SID 698027,66.18,Tertiary,1588,Concrete,2020,40.69,12.52,0.51,0
SID 529409,35.71,Tertiary,4194,Asphalt,2019,73.27,19.59,1.19,1
SID 930403,47.04,Primary,58612,Asphalt,2017,92.52,20.01,1.29,1
SID 907727,98.85,Secondary,5167,Concrete,2022,52.07,14.02,1.08,0
SID 152982,73.81,Tertiary,1704,Concrete,2017,45.74,12.68,0.57,0
SID 410486,49.0,Tertiary,1653,Asphalt,2020,83.87,18.7,0.87,1
SID 836655,36.68,Tertiary,1985,Asphalt,2013,92.23,20.31,1.09,1
SID 209953,60.46,Tertiary,-403,Asphalt,2019,78.74,20.24,0.9,1
SID 523867,29.7,Secondary,15926,Asphalt,2019,82.48,18.11,0.8,1
SID 639628,34.24,Secondary,7061,Asphalt,2020,89.51,21.26,1.11,1
SID 228108,45.53,Secondary,12325,Asphalt,2020,73.17,19.6,1.2,1
SID 483553,53.5,Tertiary,41,Asphalt,2024,44.23,15.3,1.01,0
SID 205469,97.62,Primary,5471,Concrete,2018,37.62,11.48,0.63,0
SID 831739,9.7,Primary,60650,Asphalt,2018,90.89,19.57,0.81,1
SID 499681,85.79,Secondary,11574,Concrete,2016,47.57,14.89,0.69,0
SID 379760,21.95,Secondary,3651,Asphalt,2019,90.58,19.8,1.04,1
SID 774204,93.14,Tertiary,773,Asphalt,2024,43.48,12.02,0.61,0
SID 274679,20.24,Tertiary,1859,Concrete,2010,81.43,20.04,0.76,1
SID 718982,13.73,Tertiary,2287,Concrete,2006,86.54,20.69,0.97,1
SID 902839,35.79,Secondary,19478,Concrete,2008,73.17,17.21,1.18,1
SID 779700,65.71,Secondary,9981,Concrete,2017,63.55,15.06,0.9,0
SID 605845,45.89,Primary,17533,Asphalt,2013,71.92,18.43,0.83,1
SID 920701,76.39,Primary,22425,Concrete,2017,40.36,16.97,0.5,0
SID 999384,99.61,Tertiary,997,Asphalt,2024,66.57,15.58,0.76,0
SID 442037,60.06,Tertiary,5343,Concrete,2024,46.61,13.43,0.71,0
SID 531272,81.16,Primary,8494,Concrete,2020,44.93,11.73,0.68,0
SID 719837,76.44,Secondary,7748,Asphalt,2024,53.93,17.95,0.74,0
SID 488476,100.0,Primary,26647,Asphalt,2024,53.42,14.92,0.69,0
SID 183012,49.01,Secondary,13777,Asphalt,2020,85.59,19.36,0.96,1
SID 60521,67.84,Secondary,9834,Concrete,2019,39.45,13.62,0.56,0
SID 980089,93.35,Tertiary,1440,Concrete,2019,26.51,12.16,0.43,0
SID 436570,73.52,Primary,9032,Asphalt,2024,72.54,15.73,0.82,0
SID 934804,100.0,Primary,39691,Concrete,2016,51.75,15.28,0.77,0
SID 159851,41.04,Tertiary,2792,Asphalt,2017,83.87,18.86,1.03,1
SID 221995,17.05,Secondary,17455,Asphalt,2017,81.46,20.44,0.85,1
SID 348400,73.66,Tertiary,4020,Asphalt,2024,55.73,13.63,0.82,0
SID 805046,100.0,Primary,18887,Concrete,2020,37.68,14.23,0.99,0
SID 526557,51.95,Tertiary,3827,Asphalt,2019,86.43,19.6,1.16,1
SID 213402,87.62,Secondary,17333,Concrete,2020,34.35,14.48,0.67,0
SID 703332,61.44,Secondary,6722,Concrete,2019,61.83,15.33,0.73,0
SID 795458,12.67,Primary,32762,Concrete,2009,79.6,20.99,0.87,1
SID 259802,32.47,Tertiary,1866,Asphalt,2018,91.92,18.66,0.92,1
SID 1021063,24.23,Tertiary,1799,Asphalt,2009,72.81,19.77,0.95,1
SID 448885,53.57,Secondary,11083,Concrete,2019,40.31,14.85,0.67,0
SID 168775,16.0,Tertiary,1524,Asphalt,2019,64.81,17.45,0.93,1
SID 702323,31.72,Tertiary,5054,Asphalt,2017,72.0,19.1,0.73,1
SID 155807,0.0,Primary,32462,Concrete,2007,66.6,19.15,1.02,1
SID 475254,80.24,Secondary,3537,Concrete,2022,43.4,11.4,0.55,0
SID 356638,58.61,Tertiary,929,Concrete,2019,43.11,13.94,0.54,0
SID 101357,96.65,Tertiary,18,Concrete,2019,48.58,16.5,0.66,0
SID 84241,45.45,Tertiary,2210,Asphalt,2018,84.11,20.54,1.12,1
SID 491600,23.74,Tertiary,6554,Asphalt,2019,88.15,17.75,0.93,1
SID 170251,72.26,Primary,21834,Asphalt,2018,85.03,19.63,0.83,1
SID 314015,8.63,Secondary,3261,Asphalt,2017,61.13,20.23,0.95,1
SID 65272,31.97,Tertiary,1954,Asphalt,2019,59.75,19.05,0.93,1
SID 482233,12.19,Tertiary,2698,Asphalt,2020,75.31,17.7,1.14,1
SID 479826,19.85,Tertiary,3855,Concrete,2008,73.39,18.9,0.99,1
SID 178772,55.55,Secondary,4685,Concrete,2007,74.31,18.8,0.87,1
SID 838033,100.0,Secondary,13998,Concrete,2017,54.2,15.23,0.86,0
SID 739136,63.56,Primary,28175,Concrete,2023,58.51,15.4,1.06,0
SID 27872,16.41,Tertiary,3655,Asphalt,2008,73.48,19.21,0.95,1
SID 224537,11.71,Primary,22800,Asphalt,2020,70.34,19.03,1.43,1
SID 49932,100.0,Primary,5517,Concrete,2018,42.73,14.87,0.51,0
SID 925181,26.74,Secondary,17053,Asphalt,2016,69.23,17.24,0.88,1
SID 246789,40.64,Tertiary,2787,Asphalt,2019,68.4,19.64,0.99,1
SID 711783,100.0,Tertiary,1833,Asphalt,2024,33.07,14.93,0.73,0
SID 503613,30.13,Primary,59552,Concrete,2008,68.3,18.38,1.17,1
SID 187014,36.78,Tertiary,3399,Asphalt,2020,78.82,19.56,0.86,1
SID 99868,76.2,Tertiary,971,Asphalt,2024,59.26,14.88,0.79,0
SID 1000905,57.07,Tertiary,165,Concrete,2017,37.0,13.45,0.73,0
SID 39832,32.28,Tertiary,1813,Asphalt,2019,62.71,21.01,1.27,1
SID 121152,96.03,Tertiary,1203,Asphalt,2025,35.78,11.88,0.69,0
SID 843639,38.0,Tertiary,3173,Concrete,2005,74.77,19.3,0.88,1
SID 856592,82.44,Secondary,8286,Concrete,2022,69.06,14.48,0.95,0
SID 382253,47.94,Tertiary,2937,Concrete,2000,90.17,19.34,1.07,1
SID 460147,93.5,Secondary,5443,Asphalt,2024,47.39,14.1,0.86,0
SID 470906,7.19,Tertiary,2344,Asphalt,2016,63.97,19.12,1.16,1
SID 222708,88.2,Secondary,17394,Concrete,2018,54.92,17.31,0.8,0
SID 944964,22.15,Tertiary,905,Asphalt,2015,100.26,19.58,0.64,1
SID 662406,15.46,Primary,28564,Asphalt,2014,77.37,20.53,0.81,1
SID 380194,32.68,Tertiary,3064,Concrete,2010,101.33,19.94,0.92,1
SID 671723,61.98,Tertiary,1812,Concrete,2023,42.25,12.73,0.75,0
SID 413328,35.84,Tertiary,4052,Asphalt,2018,90.72,20.59,0.74,1
SID 700715,31.33,Secondary,13771,Asphalt,2019,78.6,21.42,1.09,1
SID 528838,82.7,Primary,14593,Asphalt,2024,49.18,13.52,1.08,0
SID 826248,16.91,Secondary,4484,Asphalt,2020,88.0,18.89,1.08,1
SID 883859,100.0,Secondary,11274,Concrete,2018,42.33,14.4,0.91,0
SID 400031,56.27,Tertiary,1523,Concrete,2021,62.97,15.89,0.43,0
SID 1014134,73.31,Secondary,22422,Concrete,2018,67.62,15.44,1.0,0
SID 51230,89.43,Secondary,5309,Concrete,2018,40.32,13.12,0.77,0
SID 207846,51.59,Secondary,15799,Concrete,2006,88.75,19.59,0.77,1
SID 341448,37.51,Tertiary,845,Asphalt,2020,81.58,17.94,1.19,1
SID 322597,41.13,Tertiary,2843,Concrete,2006,81.4,19.71,1.06,1
SID 118910,23.37,Tertiary,4496,Asphalt,2020,80.14,18.85,0.85,1
SID 321105,31.26,Tertiary,3637,Asphalt,2020,81.49,20.6,0.94,1
SID 913039,77.69,Tertiary,370,Concrete,2016,46.12,13.1,0.41,0
SID 168398,19.97,Tertiary,2274,Concrete,2008,58.02,19.5,1.11,1
SID 1034364,83.94,Tertiary,2902,Concrete,2018,41.32,16.69,0.59,0
SID 553929,84.81,Primary,18748,Concrete,2019,38.31,13.14,0.83,0
SID 824947,2.47,Tertiary,3794,Asphalt,2017,78.3,17.41,1.78,1
SID 800987,91.42,Primary,31765,Asphalt,2025,44.96,16.26,0.72,0
SID 752731,42.79,Tertiary,1562,Asphalt,2013,80.81,18.75,1.1,1
SID 95607,27.42,Tertiary,2482,Concrete,2004,78.91,18.44,0.92,1
SID 109382,48.44,Tertiary,4948,Asphalt,2016,79.78,18.27,1.25,1
SID 555607,72.99,Secondary,13935,Asphalt,2024,43.57,13.0,0.7,0
SID 868262,100.0,Primary,52993,Concrete,2021,60.36,15.76,0.81,0
SID 1010576,18.22,Primary,4230,Asphalt,2019,60.44,17.8,1.44,1
SID 673481,80.2,Tertiary,943,Asphalt,2024,58.21,15.85,1.03,0
SID 313515,100.0,Tertiary,2770,Concrete,2018,40.54,11.34,0.4,0
SID 829472,53.23,Tertiary,2300,Concrete,2021,35.15,13.19,0.98,0
SID 290937,87.4,Primary,37625,Asphalt,2023,38.1,15.73,0.74,0
SID 506410,74.67,Secondary,8174,Asphalt,2023,60.26,13.95,0.56,0
SID 226793,76.99,Primary,19776,Concrete,2022,55.24,14.87,0.69,0
SID 824176,77.89,Secondary,9656,Concrete,2022,59.88,13.45,0.91,0
SID 553943,36.97,Secondary,1245,Asphalt,2021,86.18,20.49,0.84,1
SID 516343,83.15,Tertiary,2355,Concrete,2019,33.33,13.76,0.65,0
SID 223061,92.66,Primary,37946,Concrete,2020,41.18,16.97,1.13,0
SID 592679,70.16,Tertiary,3487,Asphalt,2017,69.9,18.54,0.78,1
SID 292798,71.87,Tertiary,1602,Concrete,2020,45.91,11.74,0.72,0
SID 397846,76.81,Secondary,5584,Concrete,2019,44.11,11.11,1.06,0
SID 933260,0.0,Tertiary,339,Asphalt,2019,74.61,18.37,1.2,1
SID 918245,95.44,Secondary,5553,Concrete,2023,38.29,14.56,0.55,0
SID 110511,37.85,Tertiary,3408,Asphalt,2010,72.54,20.72,1.28,1
SID 1025502,90.02,Tertiary,2430,Asphalt,2023,59.77,14.7,0.5,0
SID 1048906,53.7,Secondary,11415,Asphalt,2019,70.85,19.17,0.79,1
SID 321040,72.25,Tertiary,2447,Concrete,2020,42.02,14.38,0.44,0
SID 247637,38.32,Tertiary,1211,Asphalt,2000,103.66,17.38,0.91,1
SID 977247,88.33,Secondary,8836,Concrete,2019,45.62,15.29,0.82,0
SID 325632,35.76,Secondary,24640,Asphalt,2018,81.06,18.06,1.32,1
SID 284851,100.0,Primary,56713,Concrete,2020,57.85,15.73,0.79,0
SID 441797,83.06,Primary,40223,Concrete,2018,59.44,17.29,0.55,0
SID 596279,91.55,Primary,12157,Concrete,2018,49.06,13.2,0.87,0
SID 67909,61.47,Primary,50396,Concrete,2021,63.79,14.74,0.67,0
SID 109745,34.18,Primary,45939,Asphalt,2018,80.95,19.97,0.94,1
SID 135525,27.99,Secondary,8094,Asphalt,2018,92.82,17.55,0.62,1
SID 426680,43.72,Primary,34042,Asphalt,2020,76.06,19.04,1.08,1
SID 89268,75.41,Secondary,2635,Asphalt,2024,50.13,13.44,0.71,0
SID 585682,24.0,Secondary,22716,Asphalt,2019,93.89,19.43,1.12,1
SID 640609,80.41,Primary,35863,Asphalt,2024,42.55,13.54,0.94,0
SID 865971,45.91,Tertiary,1195,Asphalt,2020,76.93,18.99,1.17,1
SID 350948,26.87,Tertiary,1843,Asphalt,2019,79.29,17.85,1.31,1
SID 1031782,75.85,Primary,19247,Concrete,2022,55.65,15.02,0.72,0
SID 298656,100.0,Tertiary,1295,Asphalt,2024,45.97,16.22,0.33,0
SID 777703,34.37,Secondary,18425,Asphalt,2018,72.05,19.61,0.98,1
SID 3748,13.94,Tertiary,1158,Asphalt,2020,81.25,20.07,0.85,1
SID 788303,37.04,Secondary,8023,Asphalt,2015,67.28,20.66,0.99,1
SID 677882,6.44,Tertiary,1600,Asphalt,2019,86.8,18.54,0.73,1
SID 362775,5.88,Tertiary,3259,Asphalt,2020,84.43,17.96,0.75,1
SID 383907,43.08,Secondary,6146,Asphalt,2020,75.36,19.08,1.24,1
SID 829715,65.35,Tertiary,4007,Concrete,2006,80.85,18.73,0.93,1
SID 934810,61.69,Tertiary,3647,Concrete,2019,60.14,14.75,0.2,0
SID 430738,73.66,Tertiary,1834,Asphalt,2025,38.75,13.99,0.68,0
SID 388572,49.8,Secondary,17871,Asphalt,2018,92.26,19.94,0.98,1
