ID,聚类标签,业务分区,NM,PCI,AADT,R,IRI
528838,0,一般维护区,0,82.7,14593.0,13.52,1.08
826248,1,急需维护区,1,16.91,4484.0,18.89,1.08
883859,0,一般维护区,0,100.0,11274.0,14.4,0.91
400031,0,一般维护区,0,56.27,1523.0,15.89,0.43
1014134,0,一般维护区,0,73.31,22422.0,15.44,1.0
51230,0,一般维护区,0,89.43,5309.0,13.12,0.77
207846,1,急需维护区,1,51.59,15799.0,19.59,0.77
341448,1,急需维护区,1,37.51,845.0,17.94,1.19
322597,1,急需维护区,1,41.13,2843.0,19.71,1.06
118910,1,急需维护区,1,23.37,4496.0,18.85,0.85
321105,1,急需维护区,1,31.26,3637.0,20.6,0.94
913039,0,一般维护区,0,77.69,370.0,13.1,0.41
168398,1,急需维护区,1,19.97,2274.0,19.5,1.11
1034364,0,一般维护区,0,83.94,2902.0,16.69,0.59
553929,0,一般维护区,0,84.81,18748.0,13.14,0.83
824947,1,急需维护区,1,2.47,3794.0,17.41,1.78
800987,2,急需维护区,0,91.42,31765.0,16.26,0.72
752731,1,急需维护区,1,42.79,1562.0,18.75,1.1
95607,1,急需维护区,1,27.42,2482.0,18.44,0.92
109382,1,急需维护区,1,48.44,4948.0,18.27,1.25
555607,0,一般维护区,0,72.99,13935.0,13.0,0.7
868262,2,急需维护区,0,100.0,52993.0,15.76,0.81
1010576,1,急需维护区,1,18.22,4230.0,17.8,1.44
673481,0,一般维护区,0,80.2,943.0,15.85,1.03
313515,0,一般维护区,0,100.0,2770.0,11.34,0.4
829472,0,一般维护区,0,53.23,2300.0,13.19,0.98
290937,2,急需维护区,0,87.4,37625.0,15.73,0.74
506410,0,一般维护区,0,74.67,8174.0,13.95,0.56
226793,0,一般维护区,0,76.99,19776.0,14.87,0.69
824176,0,一般维护区,0,77.89,9656.0,13.45,0.91
553943,1,急需维护区,1,36.97,1245.0,20.49,0.84
516343,0,一般维护区,0,83.15,2355.0,13.76,0.65
223061,2,急需维护区,0,92.66,37946.0,16.97,1.13
592679,1,急需维护区,1,70.16,3487.0,18.54,0.78
292798,0,一般维护区,0,71.87,1602.0,11.74,0.72
397846,0,一般维护区,0,76.81,5584.0,11.11,1.06
933260,1,急需维护区,1,0.0,339.0,18.37,1.2
918245,0,一般维护区,0,95.44,5553.0,14.56,0.55
110511,1,急需维护区,1,37.85,3408.0,20.72,1.28
1025502,0,一般维护区,0,90.02,2430.0,14.7,0.5
1048906,1,急需维护区,1,53.7,11415.0,19.17,0.79
321040,0,一般维护区,0,72.25,2447.0,14.38,0.44
247637,1,急需维护区,1,38.32,1211.0,17.38,0.91
977247,0,一般维护区,0,88.33,8836.0,15.29,0.82
325632,1,急需维护区,1,35.76,24640.0,18.06,1.32
284851,2,急需维护区,0,100.0,56713.0,15.73,0.79
441797,2,急需维护区,0,83.06,40223.0,17.29,0.55
596279,0,一般维护区,0,91.55,12157.0,13.2,0.87
67909,2,急需维护区,0,61.47,50396.0,14.74,0.67
109745,2,急需维护区,1,34.18,45939.0,19.97,0.94
135525,1,急需维护区,1,27.99,8094.0,17.55,0.62
426680,2,急需维护区,1,43.72,34042.0,19.04,1.08
89268,0,一般维护区,0,75.41,2635.0,13.44,0.71
585682,1,急需维护区,1,24.0,22716.0,19.43,1.12
640609,2,急需维护区,0,80.41,35863.0,13.54,0.94
865971,1,急需维护区,1,45.91,1195.0,18.99,1.17
350948,1,急需维护区,1,26.87,1843.0,17.85,1.31
1031782,0,一般维护区,0,75.85,19247.0,15.02,0.72
298656,0,一般维护区,0,100.0,1295.0,16.22,0.33
777703,1,急需维护区,1,34.37,18425.0,19.61,0.98
3748,1,急需维护区,1,13.94,1158.0,20.07,0.85
788303,1,急需维护区,1,37.04,8023.0,20.66,0.99
677882,1,急需维护区,1,6.44,1600.0,18.54,0.73
362775,1,急需维护区,1,5.88,3259.0,17.96,0.75
383907,1,急需维护区,1,43.08,6146.0,19.08,1.24
829715,1,急需维护区,1,65.35,4007.0,18.73,0.93
934810,0,一般维护区,0,61.69,3647.0,14.75,0.2
430738,0,一般维护区,0,73.66,1834.0,13.99,0.68
388572,1,急需维护区,1,49.8,17871.0,19.94,0.98
